name,sku,size,description,available,sortOrder,collections,imageUrl
"4"" Fittonia - White Vein",1110086100,"4""","A low, creeping foliage plant with striking, intricately veined leaves. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Keep soil evenly moist and never let it dry out completely. Loves humidity; a terrarium or bathroom is an ideal home. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_b49c88f753234f65b865facaaba22005~mv2.jpg
"4"" Nerve Plant - Mini",1110086200,"4""","A low, creeping foliage plant with striking, intricately veined leaves. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Keep soil evenly moist and never let it dry out completely. Loves humidity; a terrarium or bathroom is an ideal home. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_40847d388eff4f39a0dc3f7f63dc1aa2~mv2.jpg
"4"" Ficus - Audrey",1110087100,"4""","A popular indoor tree or trailing vine with glossy foliage that makes a bold architectural statement. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Dislikes being moved and may drop a few leaves while adjusting to a new spot. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_2c4fc6e8bfd543c5a2d90354e2b92234~mv2.jpg
"4"" Zebra Plant",1110100000,"4""","A bold foliage plant with dramatic, striped or patterned leaves reminiscent of its namesake. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_e0353e5ec85649a2905c962ea1cc0af0~mv2.jpg
"4"" Ivy Algerian",1110104500,"4""","A vigorous trailing vine with large, glossy, deeply lobed leaves. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_a223a567b81b4661a99caade28f2500a~mv2.jpg
"4"" Ivy - Marengo",1110104700,"4""","A variegated Algerian Ivy with bold, cream-edged glossy leaves and a lush trailing habit. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_5a3ff2e9ffe64c15a317ccd1d919cdfe~mv2.jpg
"4"" English Ivy - Green",1110105100,"4""","A classic trailing vine with lobed, evergreen leaves, equally at home in hanging baskets or climbing a trellis. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_aa2ac5aac0d046f6b70ae98d8f7ac708~mv2.jpg
"4"" English Ivy - Variegated",1110105300,"4""","A classic trailing vine with lobed, evergreen leaves, equally at home in hanging baskets or climbing a trellis. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_c070c1c4219647e5a672e385eebd39a1~mv2.jpg
"4"" Fine Baby Tears - Green",1110108000,"4""","A delicate, moss-like trailing plant with tiny leaves, ideal for terrariums and hanging containers. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",FALSE,,Tropical Plants;,23f81e_9f98686eaeb5419d9e933cbe9521958d~mv2.jpg
"4"" Waffle Plant",1110110000,"4""","A textured foliage plant with deeply quilted, puckered leaves in rich purple or green tones. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_56f00a3e42544ce08507be1e409eea42~mv2.jpg
"4"" Schefflera - Hawaiian Bush",1110111000,"4""","A fast-growing indoor tree with glossy leaflets arranged like the spokes of an umbrella. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_9c45068057a644c4ab6e5d9dd5a2e5c8~mv2.jpg
"4"" Umbrella Tree - Scheff Janine",1110111100,"4""","A fast-growing indoor tree with glossy leaflets arranged like the spokes of an umbrella. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Tropical Plants;,23f81e_33f079e7e26c49d88f0e708a1719e2ec~mv2.jpg
"4"" Schefflera - Moonlight",1110111300,"4""","A fast-growing indoor tree with glossy leaflets arranged like the spokes of an umbrella. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_94c84f2abc4e4200bcf4b30ba8ddeb59~mv2.jpg
"4"" Homalomena",1110115000,"4""","A lush tropical foliage plant with glossy, heart-shaped leaves that add a bold jungle look indoors. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_a0c0a66bdd3e429eaf065ca7e04cb335~mv2.jpg
"4"" Asparagus Fern - Meyerii",1110115300,"4""","A soft, feathery-textured foliage plant with needle-like leaves (not a true fern). Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_b9890f208a6541e2b9170eed7d906a72~mv2.jpg
"4"" Hoya - Krinkle Kurl",1110118400,"4""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_ddf2f5ab5bd54d77818ce818427624e4~mv2.jpg
"4"" Hoya - Wayetti",1110118600,"4""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_9f859e097b8e47c2a194c5d48eede22d~mv2.jpg
"4"" Hoya Gracillis",1110118900,"4""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_5e384a0e015642f6bab48b85ea13d13d~mv2.jpg
"4"" Hoya - Rosita",1110119000,"4""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_c1e07a7e372d426b8ecdc616e0617763~mv2.jpg
"4"" Polka Dot",1110120000,"4""","A playful foliage plant (Hypoestes) with leaves splashed in pink, white, or red speckles. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_5d3fab05f59f48caace180deb0a40079~mv2.jpg;23f81e_956ec0df4e6b4834a8dffada5febc95f~mv2.jpg
"4"" Beefsteak Plant",1110125000,"4""","An eye-catching foliage plant (Iresine) with vivid burgundy-red, glossy leaves. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",FALSE,,Tropical Plants;,db81aa_5e7f2fee2af64a3b9d036a48181b923b~mv2.jpg
"4"" Maranta - Green",1110155000,"4""","The classic Prayer Plant, named for the way its patterned leaves fold upward at night like praying hands. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Prefers consistently moist soil and appreciates higher humidity. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_1323feff50054f8bac414a2ead88e8d0~mv2.jpg
"4"" Maranta - Red",1110155100,"4""","The classic Prayer Plant, named for the way its patterned leaves fold upward at night like praying hands. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Prefers consistently moist soil and appreciates higher humidity. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_f15a0e2415a149c7a5ab233979674931~mv2.jpg
"4"" Lemon Maranta",1110155300,"4""","The classic Prayer Plant, named for the way its patterned leaves fold upward at night like praying hands. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Prefers consistently moist soil and appreciates higher humidity. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_e0833c72cbf648fb97df16bb6b4d2146~mv2.jpg
"4"" Maranta - Silver Band",1110155400,"4""","The classic Prayer Plant, named for the way its patterned leaves fold upward at night like praying hands. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Prefers consistently moist soil and appreciates higher humidity. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_f65c06fb932d48c8a8524212e7bc1ead~mv2.jpg
"4"" Maidenhair Vine",1110169000,"4""","A delicate trailing plant with tiny, rounded leaves on fine, wiry stems, perfect for hanging baskets. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_7ec4e811291149cb857a397faf050af9~mv2.jpg
"4"" Banana - Dwarf Cavendish",1110173100,"4""","A fast-growing, dramatic tropical plant with huge, paddle-shaped leaves for an instant jungle feel. Prefers bright light with some direct sun each day. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_157a9927f1a4404db831eb452e730a7f~mv2.jpg
"4"" Mondo Grass - Dwarf Black",1110179000,"4""","A dense, grass-like groundcover with narrow, near-black or green foliage. Grows best in part sun to light shade. Water when the top inch of soil feels dry, then allow to drain freely. Hardy and useful as a border or container accent. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_0bf8d2844fbf4ae39b221e1fc38d4fda~mv2.jpg
"4"" Sugarvine",1110179200,"4""","A charming trailing plant with small, glossy, ivy-like leaflets and a cheerful, bushy habit. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_c30f565438f5497da0ad467fc045169b~mv2.jpg
"4"" Hoya Publicalyx",1110181300,"4""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_1dd8ce72da7546f29503709748daa7f4~mv2.jpg
